index,prediction
106145,"12mm, 0.47in, 38mm, 1.49in"
106146,8535mm
106147,8535mm
106148,"2.76in, 8cm, 3.15in, 11cm, 4.33in"
106149,"2.76in, 8cm, 3.15in, 11cm, 4.33in"
106150,"2.76in, 8cm, 3.15in, 11cm, 4.33in"
106151,"4.7inch, 6.3 inch"
106152,"4.7inch, 6.3 inch"
106153,"4.7inch, 6.3 inch"
106154,"14 inch, 10.5 inch"
106155,"14 inch, 10.5 inch"
106156,8inch
106157,8inch
106158,
106159,
106160,16 mm
106161,16 mm
106162,
106163,
106164,
106165,"191cm, 40cm"
106166,"191cm, 40cm"
106167,
106168,"18inch, 45cm"
106169,"18inch, 45cm"
106170,"18inch, 45cm"
106171,"5.7 inch, 5.5   inch, 2.4 inch"
106172,"8.3 inch, 6.3 inch"
106173,"2.9cm, 1in, 2.9cm"
106174,"2.9cm, 1in, 2.9cm"
106175,
106176,"38cm, 1 cm, 4inch, 4cm, 1.6inch, 23cm, 9.1inch"
106177,"8.5in, 0.47in, 1.96in"
106178,77mm
106179,77mm
106180,77mm
106181,"28.3inch, 2inch, 8inch"
106182,"28.3inch, 2inch, 8inch"
106183,"28.3inch, 2inch, 8inch"
106184,"45cm, 35cm"
106185,"45cm, 35cm"
106186,
106187,127mm
106188,127mm
106189,127mm
106190,"15.2cm, 15.2cm"
106191,"4.7inch, 15inch, 8inch, 12inch, 12inch"
106192,70cm
106193,
106194,
106195,"11.5cm, 10cm, 3.93in, 16.5cm, 6.49in"
106196,"175.6cm, 5m"
106197,"175.6cm, 5m"
106198,"175.6cm, 5m"
106199,"214mm, 97mm, 32mm, 35mm"
106200,"65cm, 30cm, 20cm"
106201,
106202,
106203,
106204,"10 cm, 9 in, 3 cm, 5 in, 6 cm, 6 in, 6 cm, 6 in, 5 cm, 4 in, 8 cm, 1 in"
106205,
106206,
106207,
106208,3ft
106209,"200mm, 620mm, 840mm"
106210,"5.1 inch, 3 inch, 7.3 inch"
106211,"118cm, 70cm"
106212,"118cm, 70cm"
106213,"118cm, 70cm"
106214,7cm
106215,7cm
106216,"2.5 in, 6.5 cm, 1.7 in, 4.5 cm"
106217,"2.5 in, 6.5 cm, 1.7 in, 4.5 cm"
106218,9cm
106219,9cm
106220,"12.3in, 8.5in, 7.8in"
106221,"12.3in, 8.5in, 7.8in"
106222,"12.3in, 8.5in, 7.8in"
106223,"17cm, 6.69in"
106224,"17cm, 6.69in"
106225,"17cm, 6.69in"
106226,
106227,
106228,"137in, 1.57in"
106229,"137in, 1.57in"
106230,"137in, 1.57in"
106231,"45cm, 65cm"
106232,"45cm, 65cm"
106233,"45cm, 65cm"
106234,
106235,
106236,
106237,
106238,
106239,148mm
106240,12.00g
106241,"11cm, 14.6cm"
106242,
106243,
106244,"3.5cm, 1.37in, 11.8in"
106245,"6.38in, 16cm, 4in"
106246,
106247,"3in, 16cm, 28cm"
106248,7 kg
106249,180mm
106250,
106251,
106252,"35cm, 13cm, 14cm, 24cm, 27cm, 5cm"
106253,"35cm, 13cm, 14cm, 24cm, 27cm, 5cm"
106254,"35cm, 13cm, 14cm, 24cm, 27cm, 5cm"
106255,
106256,
106257,
106258,"3.0 in, 7.5 cm"
106259,"3.0 in, 7.5 cm"
106260,
106261,
106262,
106263,
106264,
106265,
106266,"24cm, 2cm, 5cm"
106267,"3.2in, 7.9in, 16.7in, 42.5cm, 8.8in, 22.5cm"
106268,"9cm, 3.54in"
106269,"9cm, 3.54in"
106270,"36cm, 136cm, 37cm, 32cm, 27cm, 145cm, 50cm, 30cm, 87cm"
106271,4.3inch
106272,4.3inch
106273,4.3inch
106274,105g
106275,14 inch
106276,14 inch
106277,
106278,
106279,
106280,"36inch, 12inch, 12inch, 12inch"
106281,"36inch, 12inch, 12inch, 12inch"
106282,"42inch, 94cm, 37inch, 24inch, 11inch"
106283,"42inch, 94cm, 37inch, 24inch, 11inch"
106284,6 cm
106285,6 cm
106286,
106287,
106288,
106289,17 cm
106290,17 cm
106291,17 cm
106292,2.56in
106293,2.56in
106294,"2.3 in, 16.9 in"
106295,"2.3 in, 16.9 in"
106296,
106297,"160mm, 123mm, 84inch, 130mm, 115mm"
106298,"250kg, 550lbs"
106299,"250kg, 550lbs"
106300,0.55lb
106301,133.8mm
106302,133.8mm
106303,
106304,
106305,"215mm, 207mm, 532mm"
106306,
106307,
106308,"15inch, 8.3inch, 8.3inch"
106309,38cm
106310,"2 mm, 8cm, 3 in, 240 mm"
106311,
106312,
106313,"4.6cm, 1.8in, 14.37in"
106314,"4.6cm, 1.8in, 14.37in"
106315,1.57inch
106316,1.57inch
106317,1.57inch
106318,150cm
106319,140cm
106320,140cm
106321,
106322,"39.37 inch, 1000 mm, 59.05 inch, 1500 mm"
106323,"39.37 inch, 1000 mm, 59.05 inch, 1500 mm"
106324,
106325,
106326,
106327,59inch
106328,
106329,"22cm, 9.4in"
106330,"22cm, 9.4in"
106331,"4.3inch, 12cm, 4.7inch, 6cm, 2.3inch"
106332,"4.3inch, 12cm, 4.7inch, 6cm, 2.3inch"
106333,"5.5cm, 4cm, 4cm"
106334,
106335,1in
106336,"32.6cm, 39.9cm, 27.7cm"
106337,"76mm, 3in"
106338,"76mm, 3in"
106339,"57in, 4cm, 2.3in, 5.8cm, 1in, 135cm, 28cm, 6cm, 2.7in, 7cm, 3in"
106340,"13cm, 13cm, 13cm, 4.3cm, 1.69in, 12.5cm, 4.92in"
106341,"10.2cm, 15.2cm"
106342,
106343,
106344,
106345,8.7in
106346,"5in, 4in, 115mm, 40mm, 280mm"
106347,"66 cm, 200 cm, 30 cm, 2 cm, 204 cm, 124 cm, 12 cm"
106348,40cm
106349,40cm
106350,40cm
106351,3.2in
106352,3.2in
106353,
106354,"40 cm, 70 cm, 128 cm, 72 cm, 36 cm, 58 cm, 45 cm"
106355,
106356,
106357,"40cm, 24cm"
106358,
106359,
106360,
106361,
106362,"8cm, 25cm"
106363,"8cm, 25cm"
106364,"2cm, 9cm, 4.2cm, 5cm"
106365,"4.13 in, 1.92 in, 2 in"
106366,"4.13 in, 1.92 in, 2 in"
106367,"4.13 in, 1.92 in, 2 in"
106368,20.6g
106369,"7.07 in, 18 cm"
106370,"7.07 in, 18 cm"
106371,"8ft, 5ft, 4ft, 8.4ft, 6.6ft, 5.74ft, 6.3ft, 6.1ft, 3ft"
106372,"3.3 inch, 3.8 inch, 2 inch, 2.5 inch, 2 inch"
106373,"4cm, 1.57in, 3cm, 1.18in"
106374,
106375,
106376,57mm
106377,
106378,
106379,"18mm, 48.51 mm"
106380,"18mm, 48.51 mm"
106381,"18mm, 48.51 mm"
106382,
106383,"3.93inch, 4.01inch, 3.14inch"
106384,15.3cm
106385,
106386,60w
106387,42cm
106388,42cm
106389,2 feet
106390,
106391,
106392,
106393,"44.1cm, 23.4cm"
106394,"44.1cm, 23.4cm"
106395,"26cm, 5.3cm"
106396,"26cm, 5.3cm"
106397,"26cm, 5.3cm"
106398,
106399,
106400,
106401,"16cm, 3cm, 30cm, 19cm"
106402,"15.5 inch, 46 inch"
106403,"15.5 inch, 46 inch"
106404,
106405,
106406,
106407,2.36inch
106408,2.36inch
106409,"6.5cm, 5cm"
106410,"6.5cm, 5cm"
106411,"6.5cm, 5cm"
106412,"8cm, 3.1in, 39.3in, 150cm, 59in"
106413,"8cm, 3.1in, 39.3in, 150cm, 59in"
106414,"7cm, 3cm, 15cm, 25.5cm"
106415,
106416,
106417,"75cm, 63.5cm, 138cm, 114cm, 65cm"
106418,26 cm
106419,26 cm
106420,26 cm
106421,"17.7inch, 13.7 inch, 9.8 inch, 10.2 inch, 8.2 inch, 5.7 inch, 15.2inch, 11.4inch, 10.0 inch, 7.4inch"
106422,"28cm, 28cm, 94cm, 89cm, 55cm, 55cm, 53cm"
106423,"28cm, 28cm, 94cm, 89cm, 55cm, 55cm, 53cm"
106424,"20 cm, 5 cm, 21 cm, 14 cm, 56 cm, 39 cm"
106425,"75 cm, 54 cm, 17 cm, 100 cm, 65 cm"
106426,"7.9in, 20cm, 11.9in, 30cm"
106427,"7.9in, 20cm, 11.9in, 30cm"
106428,"7.9in, 20cm, 11.9in, 30cm"
106429,"13 cm, 230 cm"
106430,
106431,"127mm, 163mm, 145mm, 159mm"
106432,"100cm, 107cm, 5cm"
106433,
106434,5 cm
106435,5 cm
106436,"38inch, 8.46inch"
106437,"2 feet, 60 cm"
106438,"2 feet, 60 cm"
106439,"2 feet, 60 cm"
106440,56in
106441,2.5m
106442,"5.9in, 15cm"
106443,"5.9in, 15cm"
106444,"5.9in, 15cm"
106445,"5.1 inch, 3 inch, 7.3 inch"
106446,
106447,9 in
106448,9 in
106449,"41cm, 43cm, 68cm, 31.5cm, 52cm, 37cm"
106450,
106451,
106452,"6cm, 8cm"
106453,37cm
106454,37cm
106455,"28cm, 11inch, 3inch"
106456,"40cm, 60cm, 42cm"
106457,"33cm, 33cm, 33cm"
106458,"6.3inch, 8.7inch, 7.9inch, 8.3inch"
106459,"6.3inch, 8.7inch, 7.9inch, 8.3inch"
106460,"34cm, 92cm, 17cm, 76.5cm, 61cm, 66cm"
106461,"140mm, 140mm, 185mm, 185mm, 120mm, 120mm"
106462,"18cm, 45cm"
106463,"29 cm, 42 cm, 59 cm"
106464,8.27in
106465,"45cm, 17.72inch"
106466,"181.8cm, 35cm, 43.8cm"
106467,"4cm, 12cm, 9 cm"
106468,
106469,
106470,"84 cm, 105 cm, 84 cm"
106471,"84 cm, 105 cm, 84 cm"
106472,"84 cm, 105 cm, 84 cm"
106473,
106474,
106475,
106476,
106477,"36.0v, 1w"
106478,"0.4inch, 6.7inch, 5 inch, 128mm"
106479,"174cm, 46cm, 37cm"
106480,"4.5cm, 4.5cm"
106481,6 ft
106482,6 ft
106483,6 ft
106484,
106485,
106486,
106487,
106488,
106489,
106490,22mm
106491,22mm
106492,22mm
106493,"23cm, 3.5cm"
106494,"23cm, 3.5cm"
106495,"3.8cm, 18.5cm"
106496,18.5cm
106497,
106498,
106499,
106500,
106501,
106502,"90 cm, 130 cm, 27 cm, 30 cm, 27 cm, 5 cm, 123 cm, 120 cm, 27 cm, 27 cm, 3 cm"
106503,66.7g
106504,30cm
106505,30cm
106506,"123cm, 4cm, 52cm, 217cm"
106507,"123cm, 4cm, 52cm, 217cm"
106508,"79 in, 82 in, 8.6 in, 5.412 in"
106509,"055mm, 052mm, 67mm"
106510,"055mm, 052mm, 67mm"
106511,
106512,49mm
106513,49mm
106514,
106515,
106516,"4.72in, 6.5in, 7.5in, 7.5in, 8.9in, 3.7in, 3.7in"
106517,
106518,"18.03cm, 11.68cm, 14.47cm, 8cm"
106519,"10inch, 25cm, 15.8inch, 40cm, 32cm"
106520,"7ft, 1.2inch"
106521,"7ft, 1.2inch"
106522,"7ft, 1.2inch"
106523,
106524,
106525,
106526,"20 cm, 7.87 inch, 15 cm, 5.90 inch"
106527,"20cm, 9in"
106528,"20cm, 9in"
106529,"20cm, 9in"
106530,"5cm, 2in"
106531,"5cm, 2in"
106532,"5cm, 2in"
106533,"5.8cm, 2.3in, 45cm"
106534,
106535,"11.8in, 70.8in, 45cm, 7in, 165cm, 65in, 30cm"
106536,"11.8in, 70.8in, 45cm, 7in, 165cm, 65in, 30cm"
106537,"14cm, 18 cm"
106538,"14cm, 18 cm"
106539,
106540,"33cm, 13inch, 30cm, 11.8inch, 27cm, 10.6inch, 13.6inch"
106541,"5.5 in, 14.0 cm, 1.4 in, 3.5 cm"
106542,"5.5 in, 14.0 cm, 1.4 in, 3.5 cm"
106543,"5.5 in, 14.0 cm, 1.4 in, 3.5 cm"
106544,"19.5 inch, 18 inch"
106545,"19.5 inch, 18 inch"
106546,
106547,14cm
106548,"022cm, 0 cm"
106549,"87cm, 35cm"
106550,
106551,
106552,87inch
106553,87inch
106554,
106555,
106556,
106557,
106558,"21.5cm, 8.4in"
106559,"21.5cm, 8.4in"
106560,
106561,
106562,
106563,
106564,5.8cm
106565,5.8cm
106566,195mm
106567,195mm
106568,"20in, 1cm, 3.15 in, 8 cm, 3 cm, 28 in, 71 cm, 1.97 in, 5 cm"
106569,"18in, 45cm"
106570,"18in, 45cm"
106571,
106572,
106573,30w
106574,"4cm, 30cm"
106575,"4cm, 30cm"
106576,"6cm, 5 cm"
106577,
106578,90inch
106579,90inch
106580,50cm
106581,
106582,
106583,
106584,"12 inch, 22 inch"
106585,"12 inch, 22 inch"
106586,"20.4 inch, 520mm, 2.3 inch"
106587,"88mm, 45in, 95mm, 73in, 28mm, 03in, 95mm"
106588,
106589,"20cm, 35cm, 30cm, 20cm, 20cm, 30cm, 30cm"
106590,14.6in
106591,14.6in
106592,"8in, 30in"
106593,"8in, 30in"
106594,
106595,
106596,
106597,"17cm, 6.69in"
106598,"17cm, 6.69in"
106599,0.2in
106600,0.2in
106601,
106602,
106603,"16cm, 6.30in, 36 cm, 14.17 in"
106604,
106605,
106606,"3.34ft, 102cm"
106607,"3.34ft, 102cm"
106608,"3.34ft, 102cm"
106609,"38cm, 15in"
106610,
106611,
106612,
106613,"300v, 48v"
106614,
106615,
106616,"30 inch, 83 inch, 33 inch"
106617,"30 inch, 83 inch, 33 inch"
106618,12 inch
106619,12 inch
106620,"65mm, 17mm, 130mm, 152mm"
106621,"65mm, 17mm, 130mm, 152mm"
106622,7kg
106623,7kg
106624,198g
106625,"12cm, 8.5cm, 12cm, 12cm, 7cm, 9cm"
106626,125 m
106627,
106628,
106629,"4.5cm, 6cm, 36in, 6cm, 2.36in"
106630,"4.5cm, 6cm, 36in, 6cm, 2.36in"
106631,"4.5cm, 6cm, 36in, 6cm, 2.36in"
106632,
106633,
106634,"17mm, 0.69in, 3cm, 1.18in"
106635,"17mm, 0.69in, 3cm, 1.18in"
106636,"98mm, 161mm, 98mm"
106637,"2.43in, 3.74in, 1.78in"
106638,4.5 inch
106639,
106640,
106641,"30 cm, 11.81 in"
106642,"14inch, 18inch, 72inch, 183cm, 30inch, 75cm, 18inch, 8inch, 45cm, 36inch, 45cm, 72inch, 32inch, 183cm, 20inch, 66inch, 168cm, 72inch, 183cm, 72inch, 183cm, 16inch"
106643,"14inch, 18inch, 72inch, 183cm, 30inch, 75cm, 18inch, 8inch, 45cm, 36inch, 45cm, 72inch, 32inch, 183cm, 20inch, 66inch, 168cm, 72inch, 183cm, 72inch, 183cm, 16inch"
106644,"90 cm, 90 cm, 90 cm"
106645,
106646,8 inch
106647,8 inch
106648,"9.1in, 23cm, 70.1in, 23cm, 178cm, 23.4in, 32.5in, 23cm, 26in, 66cm"
106649,
106650,"82cm, 45cm, 49cm, 53cm"
106651,"38 cm, 30 cm"
106652,"42cm, 1.27cm"
106653,"42cm, 1.27cm"
106654,"9in, 9cm, 36in"
106655,"9in, 9cm, 36in"
106656,"8cm, 5.83in, 59in"
106657,"5.11in, 59.05in, 90.55in, 26.37in, 38.01in"
106658,
106659,
106660,
106661,42 cm
106662,"14 inch, 36cm"
106663,"2 meter, 2 meter, 45 cm"
106664,
106665,"30cm, 11.81in, 30cm"
106666,"30cm, 11.81in, 30cm"
106667,"7.0 in, 17.8 cm, 3 in, 11.0 cm"
106668,"7.0 in, 17.8 cm, 3 in, 11.0 cm"
106669,36ft
106670,"63cm, 24.8 inch, 107cm, 42.12 inch, 9cm"
106671,"32cm, 32cm, 8cm, 38cm"
106672,"12 inch, 6 inch, 5.5 inch, 4.8 inch"
106673,"6.2 in, 16 cm, 6.5 in, 9 in, 17 cm, 23 cm"
106674,
106675,
106676,"5.12 in, 5.12 in, 8.27 in"
106677,
106678,"12.2in, 31cm"
106679,"12.2in, 31cm"
106680,8cm
106681,8cm
106682,"0.6inch, 4.8mm, 1.95inch, 4.8mm, 0.2inch"
106683,"7.3cm, 2.9inch"
106684,"7.3cm, 2.9inch"
106685,"7.3cm, 2.9inch"
106686,"9cm, 5.8cm"
106687,"9cm, 5.8cm"
106688,
106689,11.81 cm
106690,
106691,
106692,
106693,
106694,"178 mm, 173mm, 98mm"
106695,"40cm, 29cm, 19cm"
106696,
106697,10.7cm
106698,10.7cm
106699,80 cm
106700,80 cm
106701,"2.36 in, 6 cm, 4.17 in"
106702,"2.36 in, 6 cm, 4.17 in"
106703,"217mm, 83mm, 82mm, 73mm, 66mm, 188mm, 44mm, 70mm, 3mm, 79mm, 78mm, 18mm, 19mm, 133mm, 88mm, 32mm, 113.7mm"
106704,"33 cm, 50 cm"
106705,"33 cm, 50 cm"
106706,5inch
106707,5inch
106708,"21cm, 19cm, 26cm"
106709,"5.1 in, 13 cm, 43in, 10.9 cm, 1.2in"
106710,"4in, 6in"
106711,"4in, 6in"
106712,"1.87lb, 0.85kg"
106713,
106714,
106715,"47mm, 80mm, 20mm"
106716,"47mm, 80mm, 20mm"
106717,
106718,
106719,
106720,1.77 inch
106721,1.77 inch
106722,120cm
106723,
106724,
106725,
106726,"53cm, 33cm, 53cm"
106727,3cm
106728,3cm
106729,"120v, 37w"
106730,"120v, 37w"
106731,"28cm, 1inch, 85cm"
106732,
106733,
106734,"48cm, 23.87cm"
106735,
106736,"0.26mm, 40cm"
106737,"0.26mm, 40cm"
106738,"7.5cm, 3in, 3.5cm, 4in, 5.5cm, 2.2in"
106739,
106740,
106741,
106742,19cm
106743,19cm
106744,19cm
106745,"0.8 in, 0.8 in, 0.7in"
106746,"85mm, 80mm"
106747,
106748,
106749,"20.5cm, 8in, 38.7cm, 15.23 in, 6cm, 2.36in"
106750,"45mm, 45mm, 220mm, 315mm"
106751,23cm
106752,23cm
106753,"14cm, 52cm, 35cm"
106754,1oz
106755,"5.5 inch, 8.27 inch, 26 inch, 45 inch"
106756,"5.5 inch, 8.27 inch, 26 inch, 45 inch"
106757,"2.28cm, 0.9inch, 35cm, 30cm"
106758,2.5 inch
106759,2.5 inch
106760,"5cm, 5cm, 5cm, 5cm"
106761,
106762,
106763,
106764,"7.2cm, 4.9cm, 14.5cm, 4.9cm"
106765,
106766,"32 kg, 54 kg, 100 kg"
106767,"9.6 in, 2.5 in"
106768,"9.6 in, 2.5 in"
106769,"4111.9cm, 11.9cm, 16.4cm"
106770,
106771,
106772,
106773,
106774,"4ft, 9inch"
106775,"4ft, 9inch"
106776,
106777,
106778,"1.69 inch, 94 inch, 118 inch"
106779,"1.69 inch, 94 inch, 118 inch"
106780,
106781,
106782,"15.2 inch, 8.4 inch, 3.9 inch"
106783,"28cm, 2cm, 28cm, 8cm"
106784,"13cm, 5.11in, 25cm, 9.84in"
106785,"13cm, 5.11in, 25cm, 9.84in"
106786,"65 cm, 20 cm"
106787,"4.7 in, 12 cm"
106788,"4.7 in, 12 cm"
106789,
106790,"10cm, 15cm, 8.3cm"
106791,"10cm, 15cm, 8.3cm"
106792,
106793,230g
106794,230g
106795,
106796,
106797,
106798,4.1in
106799,4.1in
106800,"1.6 in, 2 in, 7.3in, 6.1 in"
106801,"1.6 in, 2 in, 7.3in, 6.1 in"
106802,10.6 inch
106803,10.6 inch
106804,
106805,
106806,
106807,
106808,"13cm, 15 m"
106809,"13cm, 15 m"
106810,"6.2inch, 4inch, 1.26inch, 0.8inch"
106811,"6.2inch, 4inch, 1.26inch, 0.8inch"
106812,"9.5cm, 7cm"
106813,"6.4cm, 2.5in"
106814,"6.4cm, 2.5in"
106815,8 in
106816,8 in
106817,
106818,2.42kg
106819,2.42kg
106820,"90cm, 75cm, 29.53in, 30cm, 11.8in, 40cm"
106821,8 cm
106822,8 cm
106823,8 cm
106824,
106825,
106826,"19cm, 13cm, 22cm"
106827,
106828,"2cm, 79inch, 3cm, 84inch"
106829,"25.4 cm, 10 inch"
106830,"25.4 cm, 10 inch"
106831,"5.9inch, 2inch"
106832,"5.9inch, 2inch"
106833,"9in, 31cm, 12.2in, 5cm"
106834,"72 inch, 72 inch"
106835,"72 inch, 72 inch"
106836,43 cm
106837,43 cm
106838,43 cm
106839,"23cm, 23cm, 60cm, 23cm, 23cm"
106840,
106841,"24inch, 105cm, 60cm, 40inch, 152cm, 102cm, 50inch, 152cm, 127cm, 60inch, 204cm, 152cm, 60inch, 228cm, 152cm"
106842,"61 cm, 87 cm"
106843,"10.62in, 27cm, 4.33in"
106844,"10.62in, 27cm, 4.33in"
106845,"10.62in, 27cm, 4.33in"
106846,"5.51 in, 14 cm"
106847,
106848,
106849,
106850,"15cm, 5.9in"
106851,"31cm, 12.2in"
106852,"31cm, 12.2in"
106853,"17.7inch, 45cm"
106854,"10.00 in, 16.06 in"
106855,"10.00 in, 16.06 in"
106856,5.5cm
106857,5.5cm
106858,5.5cm
106859,
106860,"100cm, 160cm, 13cm, 16cm"
106861,150 cm
106862,150 cm
106863,
106864,"7cm, 2.75in, 13cm, 5.11in"
106865,"7cm, 2.75in, 13cm, 5.11in"
106866,"7cm, 2.75in, 13cm, 5.11in"
106867,"47 cm, 32.5cm, 12.8in"
106868,
106869,
106870,
106871,"12.5cm, 4.92in"
106872,"12.5cm, 4.92in"
106873,
106874,
106875," ml,  ml"
106876,"9.8cm, 3.9in"
106877,"9.8cm, 3.9in"
106878,
106879,"40cm, 20m"
106880,"40cm, 20m"
106881,"59 mm, 59 mm, 59 mm, 80 mm"
106882,"59 mm, 59 mm, 59 mm, 80 mm"
106883,
106884,
106885,4.13in
106886,4.13in
106887,
106888,
106889,
106890,
106891,"6 in, 15 cm, 08 in, 20 cm"
106892,"6 in, 15 cm, 08 in, 20 cm"
106893,"34cm, 86cm, 63cm, 55cm, 160cm, 83cm, 112cm"
106894,"12cm, 17cm, 12.5cm, 14cm"
106895,"5cm, 5cm, 4cm, 4cm"
106896,55lbs
106897,"177inch, 2.36inch"
106898,"177inch, 2.36inch"
106899,
106900,"5.3in, 4.8in, 2in, 3.2in"
106901,"5.3in, 4.8in, 2in, 3.2in"
106902,
106903,"80lb, 40lb, 20lb"
106904,"11.5 in, 29.2 cm"
106905,"11.5 in, 29.2 cm"
106906,"11.5 in, 29.2 cm"
106907,18 cm
106908,"18cm, 11.8cm"
106909,
106910,
106911,
106912,"26cm, 23inch, 57cm, 44inch"
106913,"12cm, 4.72in, 7.1cm, 2.79in, 7.1cm, 2.79in, 5.5in"
106914,3.9in
106915,"27cm, 33cm, 66cm, 56cm, 42cm"
106916,
106917,
106918,
106919,"13cm, 8cm, 19cm, 33cm"
106920,"13 in, 28 in, 6 in"
106921,"13 in, 28 in, 6 in"
106922,
106923,
106924,
106925,
106926,
106927,
106928,"26cm, 8cm, 26 cm"
106929,"38.1mm, 134.87mm"
106930,"38.1mm, 134.87mm"
106931,"50mm, 54mm"
106932,"50mm, 54mm"
106933,7cm
106934,7cm
106935,7cm
106936,"32 cm, 45 cm, 45 cm, 32 cm, 48 cm"
106937,"32 cm, 45 cm, 45 cm, 32 cm, 48 cm"
106938,4 cm
106939,"190mm, 292mm, 190mm"
106940,"2 inch, 5.08 cm"
106941,"9.3in, 235mm, 1.6in, 40mm, 4.7in, 120mm, 8.9in, 225mm, 95mm, 6in"
106942,"90cm, 349m, 1m, 2cm, 328m, 4cm, 24cm, 8.9cm"
106943,"18cm, 14cm, 26.3cm"
106944,"7.9cm, 3.9cm"
106945,
106946,
106947,"5 ft, 22 in, 24in, 48 in, 18.5 in"
106948,
106949,21 cm
106950,21 cm
106951,"18cm, 7.08in"
106952,"6 inch, 14.5 inch"
106953,"6 inch, 14.5 inch"
106954,190g
106955,"25 cm, 35 cm"
106956,"25 cm, 35 cm"
106957,17.8 cm
106958,"27mm, 64mm, 96mm, 165mm, 50mm"
106959,"27mm, 64mm, 96mm, 165mm, 50mm"
106960,"165cm, 190cm, 165cm, 56cm, 190cm, 34cm, 53cm"
106961,"24cm, 9.36in, 17cm, 6.63in"
106962,"21cm, 8.27in"
106963,1.97inch
106964,1.97inch
106965,1.97inch
106966,
106967,1.5 in
106968,
106969,
106970,"8 inch, 62 cm, 7 inch, 40 cm, 4 inch, 91cm"
106971,"39cm, 28cm"
106972,
106973,
106974,"230v, 200 w, 408 w, 9.6 w, 5w, 10 w, 480 w, 20 w, 500 w"
106975,"38in, 96cm"
106976,"38in, 96cm"
106977,
106978,"230 cm, 185 cm, 16 cm, 380 cm, 3000 mm"
106979,
106980,"40cm, 74in, 60in, 57in"
106981,"266.4mm, 10.48in, 188mm, 7.4in, 188mm, 7.4in"
106982,"266.4mm, 10.48in, 188mm, 7.4in, 188mm, 7.4in"
106983,"55 mm, 100 mm, 100 mm"
106984,"55 mm, 100 mm, 100 mm"
106985,140 cm
106986,140 cm
106987,140 cm
106988,"18 oz, 18 oz, 6.8 oz"
106989,25mm
106990,"0.12in, 14.96in, 8.85in, 2.24in, 1.18in"
106991,
106992,
106993,
106994,
106995,"21.65inch, 14.76inch, 8.66inch"
106996,"21.65inch, 14.76inch, 8.66inch"
106997,200cm
106998,"8in, 30cm"
106999,"5.5 in, 14.0 cm"
107000,"5.5 in, 14.0 cm"
107001,
107002,8.4in
107003,
107004,
107005,"6.9in, 6.5in"
107006,"6.9in, 6.5in"
107007,
107008,"12.6in, 8in, 32cm"
107009,"17cm, 4.3cm"
107010,"17cm, 4.3cm"
107011,
107012,"60mm, 2.36inch, 27mm"
107013,1.97in
107014,1.97in
107015,"0.16 inch, 67inch"
107016,"0.16 inch, 67inch"
107017,
107018,
107019,"36mm, 53mm"
107020,"100 cm, 15 cm, 100 cm"
107021,"4.3 inch, 9.4 inch, 4 inch"
107022,
107023,"67 in, 19.8in, 18.7 in"
107024,"68mm, 45mm, 45mm, 118mm"
107025,
107026,
107027,
107028,"42cm, 16.5in, 30cm, 11.8in"
107029,"42cm, 16.5in, 30cm, 11.8in"
107030,370 cm
107031,370 cm
107032,
107033,"31.5cm, 12.4in, 31.5cm, 12.4in"
107034,"31.5cm, 12.4in, 31.5cm, 12.4in"
107035,"31.5cm, 12.4in, 31.5cm, 12.4in"
107036,"26mm, 170mm, 95mm, 51mm, 52mm"
107037,13.7g
107038,"3.7inch, 7.6inch, 10.9inch, 4.2inch"
107039,"5 cm, 30cm, 5m, 75cm, 05cm"
107040,
107041,
107042,100 cm
107043,100 cm
107044,"5cm, 49cm"
107045,"5cm, 49cm"
107046,4g
107047,21cm
107048,21cm
107049,"15cm, 5.9inch, 9 cm"
107050,42cm
107051,"204mm, 204mm"
107052,"3cm, 12cm"
107053,"3cm, 12cm"
107054,
107055,"37.2cm, 14.6inch, 22cm, 21cm, 8.3inch"
107056,"37.8 cm, 57 cm"
107057,"37.8 cm, 57 cm"
107058,"37.8 cm, 57 cm"
107059,"82mm, 90mm, 110mm, 110mm, 82mm, 150mm, 150mm, 110mm"
107060,"3 cm, 3.5 cm, 5 cm"
107061,"3 cm, 3.5 cm, 5 cm"
107062,"102cm, 33cm, 28cm, 76cm, 32cm, 31cm, 25cm, 28cm, 83cm"
107063,"3.14 in, 8 cm, 2 in, 5 cm"
107064,"3.14 in, 8 cm, 2 in, 5 cm"
107065,"31cm, 12.2in, 15cm, 5.9in, 15cm, 5.9in"
107066,
107067,
107068,2.48inch
107069,
107070,"13.5cm, 4.5cm, 26cm, 8cm"
107071,"5.11 in, 13 cm"
107072,"64mm, 2.5in, 41mm, 1.6in"
107073,"64mm, 2.5in, 41mm, 1.6in"
107074,"64mm, 2.5in, 41mm, 1.6in"
107075,25.4 cm
107076,
107077,"1.7in, 44mm"
107078,"77cm, 95cm, 80cm, 40cm, 60cm"
107079,"77cm, 95cm, 80cm, 40cm, 60cm"
107080,9inch
107081,9inch
107082,"46 cm, 5 cm, 5 cm"
107083,"2.7m, 9ft, 106cm, 137cm, 9ft, 2.5m, 8.2ft, 3.8cm"
107084,"2.7m, 9ft, 106cm, 137cm, 9ft, 2.5m, 8.2ft, 3.8cm"
107085,"7cm, 2.76in"
107086,"7cm, 2.76in"
107087,"7cm, 2.76in"
107088,"50.4inch, 128cm"
107089,"50.4inch, 128cm"
107090,
